task,layer,target,condition_type,condition_value,n_windows,r2_mean,r2_std
strike,5,contact_force_log1p_mag,contact_phase3,post,8093,-2.0607783079147337,1.102056325039321
strike,5,contact_force_log1p_mag,phase,phase=7,5767,1.0,0.0
strike,5,contact_force_log1p_mag,phase,phase=0,2572,-0.09543139934539795,0.6742669430801276
strike,5,contact_force_log1p_mag,phase,phase=5,2285,-0.05962972640991211,0.12131826762182918
strike,6,ee_position,all,all,10679,0.9594918370246888,0.019017120004710102
strike,6,ee_position,contact,0,9768,0.9579379796981812,0.02496401960049963
strike,6,ee_position,contact,1,911,0.8177971601486206,0.13002321154756413
strike,6,ee_position,contact_phase3,pre,1619,0.8915522575378418,0.09945106038320695
strike,6,ee_position,contact_phase3,during,967,0.8241340637207031,0.12869866441510677
strike,6,ee_position,contact_phase3,post,8093,0.9695146560668946,0.015306702656501473
strike,6,ee_position,phase,phase=7,5767,0.16547097265720367,0.2725519329228404
strike,6,ee_position,phase,phase=0,2572,0.9147231936454773,0.02937247534766483
strike,6,ee_position,phase,phase=5,2285,0.9564365744590759,0.023857770504708133
strike,6,ee_velocity,all,all,10679,0.8104503750801086,0.036524428555063125
strike,6,ee_velocity,contact,0,9768,0.8426018357276917,0.03538738445521175
strike,6,ee_velocity,contact,1,911,0.722316324710846,0.033721092905287714
strike,6,ee_velocity,contact_phase3,pre,1619,0.18804501183331013,0.7247849271299613
strike,6,ee_velocity,contact_phase3,during,967,0.7297285556793213,0.0581277363262368
strike,6,ee_velocity,contact_phase3,post,8093,0.8667402744293213,0.025671688955780068
strike,6,ee_velocity,phase,phase=7,5767,0.6665770292282105,0.09048736610265719
strike,6,ee_velocity,phase,phase=0,2572,0.5389559015631675,0.3004169061371766
strike,6,ee_velocity,phase,phase=5,2285,0.6263722062110901,0.09032282226967496
strike,6,ee_acceleration,all,all,10679,-0.21533328760415316,0.1549117363227881
strike,6,ee_acceleration,contact,0,9768,-0.21189288720488547,0.24006827007818354
strike,6,ee_acceleration,contact,1,911,-3.411996364593506,1.8158291091080023
strike,6,ee_acceleration,contact_phase3,pre,1619,-3.7484517812728884,3.6631539846974097
strike,6,ee_acceleration,contact_phase3,during,967,-2.79029381275177,0.5909060543736435
strike,6,ee_acceleration,contact_phase3,post,8093,-0.06558618322014809,0.17896425464990223
strike,6,ee_acceleration,phase,phase=7,5767,0.4022570222616196,0.14341981123725805
strike,6,ee_acceleration,phase,phase=0,2572,-1.463740921020508,0.2895081262400296
strike,6,ee_acceleration,phase,phase=5,2285,-0.49420622289180755,0.26817867695853964
strike,6,contact_force_log1p_mag,all,all,10679,0.2043176054954529,0.2501253496754706
strike,6,contact_force_log1p_mag,contact,0,9768,-0.9327955961227417,0.9124451223077032
strike,6,contact_force_log1p_mag,contact,1,911,-0.8162759065628051,0.37020621586431124
strike,6,contact_force_log1p_mag,contact_phase3,pre,1619,1.0,0.0
strike,6,contact_force_log1p_mag,contact_phase3,during,967,-1.1421838283538819,0.42972921476414444
strike,6,contact_force_log1p_mag,contact_phase3,post,8093,-1.325433087348938,0.7475189507816232
strike,6,contact_force_log1p_mag,phase,phase=7,5767,1.0,0.0
strike,6,contact_force_log1p_mag,phase,phase=0,2572,0.11599494218826294,0.2569597780223332
strike,6,contact_force_log1p_mag,phase,phase=5,2285,0.3421420454978943,0.20809442290960148
strike,7,ee_position,all,all,10679,0.968002462387085,0.013197035632975002
strike,7,ee_position,contact,0,9768,0.9605163335800171,0.02232411250005389
strike,7,ee_position,contact,1,911,0.8289420366287231,0.11209126418623994
strike,7,ee_position,contact_phase3,pre,1619,0.8770005941390991,0.10845504743069696
strike,7,ee_position,contact_phase3,during,967,0.8359344601631165,0.11218342452053852
strike,7,ee_position,contact_phase3,post,8093,0.9694276690483093,0.014113172366185964
strike,7,ee_position,phase,phase=7,5767,0.22482527196407318,0.2065652179199986
strike,7,ee_position,phase,phase=0,2572,0.9136008143424987,0.030287190344459786
strike,7,ee_position,phase,phase=5,2285,0.9549650430679322,0.027089008057568233
strike,7,ee_velocity,all,all,10679,0.8331470251083374,0.0336101279377608
strike,7,ee_velocity,contact,0,9768,0.828266155719757,0.06470597683330133
strike,7,ee_velocity,contact,1,911,0.7127259016036988,0.09567203241081018
strike,7,ee_velocity,contact_phase3,pre,1619,0.2176094949245453,0.5569653398362849
strike,7,ee_velocity,contact_phase3,during,967,0.7395745396614075,0.08009341747036915
strike,7,ee_velocity,contact_phase3,post,8093,0.877359664440155,0.020670330286490474
strike,7,ee_velocity,phase,phase=7,5767,0.6158878803253174,0.17250524972224002
strike,7,ee_velocity,phase,phase=0,2572,0.6901236414909363,0.06813592648753168
strike,7,ee_velocity,phase,phase=5,2285,0.6645273327827453,0.08406305903325063
strike,7,ee_acceleration,all,all,10679,-0.14944322854280473,0.1282545277045022
strike,7,ee_acceleration,contact,0,9768,-0.2084931974299252,0.33197687664121045
strike,7,ee_acceleration,contact,1,911,-4.18276162147522,1.5611004443100012
strike,7,ee_acceleration,contact_phase3,pre,1619,-5.006796979904175,5.000572304028805
strike,7,ee_acceleration,contact_phase3,during,967,-4.375856685638428,1.3859824449779303
strike,7,ee_acceleration,contact_phase3,post,8093,0.0955535914748907,0.10844787953314937
strike,7,ee_acceleration,phase,phase=7,5767,0.2537632375955582,0.05867882070778419
strike,7,ee_acceleration,phase,phase=0,2572,-1.524660348892212,0.29798910977594456
strike,7,ee_acceleration,phase,phase=5,2285,-0.31160317063331605,0.1560730186453017
strike,7,contact_force_log1p_mag,all,all,10679,0.23946759700775147,0.27099787948252113
strike,7,contact_force_log1p_mag,contact,0,9768,-1.1973110675811767,1.3806252403045862
strike,7,contact_force_log1p_mag,contact,1,911,-1.2490691661834716,0.625976642056653
strike,7,contact_force_log1p_mag,contact_phase3,pre,1619,1.0,0.0
strike,7,contact_force_log1p_mag,contact_phase3,during,967,-1.6396353244781494,0.36316638611106755
strike,7,contact_force_log1p_mag,contact_phase3,post,8093,-1.6069857835769654,0.9334784671525269
strike,7,contact_force_log1p_mag,phase,phase=7,5767,1.0,0.0
strike,7,contact_force_log1p_mag,phase,phase=0,2572,-0.15316582918167115,0.7437725478825424
strike,7,contact_force_log1p_mag,phase,phase=5,2285,0.2677333831787109,0.1836596621265684
strike,8,ee_position,all,all,10679,0.9661931395530701,0.014234420464502066
strike,8,ee_position,contact,0,9768,0.961093258857727,0.024841483789593412
strike,8,ee_position,contact,1,911,0.8412485599517823,0.09216579351780549
strike,8,ee_position,contact_phase3,pre,1619,0.8712368965148926,0.11779964839641908
strike,8,ee_position,contact_phase3,during,967,0.8686307787895202,0.06623644973148994
strike,8,ee_position,contact_phase3,post,8093,0.9704974532127381,0.013222792277926481
strike,8,ee_position,phase,phase=7,5767,0.42136961221694946,0.14151774323991817
strike,8,ee_position,phase,phase=0,2572,0.9148674130439758,0.029870919402709684
strike,8,ee_position,phase,phase=5,2285,0.9524437189102173,0.025657842652479102
strike,8,ee_velocity,all,all,10679,0.8089538812637329,0.031331113315150795
strike,8,ee_velocity,contact,0,9768,0.8301284313201904,0.054260348637767006
strike,8,ee_velocity,contact,1,911,0.7449523568153381,0.04572597861776724
strike,8,ee_velocity,contact_phase3,pre,1619,0.02670479118824005,0.8493162513654052
strike,8,ee_velocity,contact_phase3,during,967,0.7518936276435852,0.050244754481063574
strike,8,ee_velocity,contact_phase3,post,8093,0.8643687844276429,0.0333252970307951
strike,8,ee_velocity,phase,phase=7,5767,0.5997888803482055,0.17184031551216972
strike,8,ee_velocity,phase,phase=0,2572,0.6767289519309998,0.0731814587183736
strike,8,ee_velocity,phase,phase=5,2285,0.6099093496799469,0.10577138789846458
strike,8,ee_acceleration,all,all,10679,-0.23596131205558776,0.17977298908751044
strike,8,ee_acceleration,contact,0,9768,-0.15460012019611896,0.3518065924744325
strike,8,ee_acceleration,contact,1,911,-4.748646402359009,2.281954466087693
strike,8,ee_acceleration,contact_phase3,pre,1619,-5.210016107559204,4.0465496981262445
strike,8,ee_acceleration,contact_phase3,during,967,-3.8153231143951416,0.883823917519617
strike,8,ee_acceleration,contact_phase3,post,8093,0.12448102571070194,0.12842299181875977
strike,8,ee_acceleration,phase,phase=7,5767,0.3599997699260712,0.07848015554778602
strike,8,ee_acceleration,phase,phase=0,2572,-1.7344848394393921,0.4551310294160744
strike,8,ee_acceleration,phase,phase=5,2285,-0.38293579816818235,0.0947346231992894
strike,8,contact_force_log1p_mag,all,all,10679,0.3493394136428833,0.2343155156863374
strike,8,contact_force_log1p_mag,contact,0,9768,-1.1076873302459718,1.05217249999284
strike,8,contact_force_log1p_mag,contact,1,911,-0.7362574338912964,0.23956985523001698
strike,8,contact_force_log1p_mag,contact_phase3,pre,1619,1.0,0.0
strike,8,contact_force_log1p_mag,contact_phase3,during,967,-1.5465333223342896,0.7098002028284895
strike,8,contact_force_log1p_mag,contact_phase3,post,8093,-1.185456919670105,0.5788052387651881
strike,8,contact_force_log1p_mag,phase,phase=7,5767,1.0,0.0
strike,8,contact_force_log1p_mag,phase,phase=0,2572,0.22405489683151245,0.19183426767691544
strike,8,contact_force_log1p_mag,phase,phase=5,2285,0.2498914361000061,0.16444905233435025
strike,9,ee_position,all,all,10679,0.9693358421325684,0.011588831267029765
strike,9,ee_position,contact,0,9768,0.966437566280365,0.014602497932528276
strike,9,ee_position,contact,1,911,0.9065604448318482,0.03161889814981609
strike,9,ee_position,contact_phase3,pre,1619,0.885107946395874,0.09935710508777805
strike,9,ee_position,contact_phase3,during,967,0.9007606863975525,0.030423657447139724
strike,9,ee_position,contact_phase3,post,8093,0.9710859656333923,0.010523141487674982
strike,9,ee_position,phase,phase=7,5767,0.3386555552482605,0.08647046148249482
strike,9,ee_position,phase,phase=0,2572,0.922378671169281,0.022102564222615532
strike,9,ee_position,phase,phase=5,2285,0.9567314743995666,0.024929037786146455
strike,9,ee_velocity,all,all,10679,0.8239081621170044,0.0190101946286352
strike,9,ee_velocity,contact,0,9768,0.8201460838317871,0.05969261914836014
strike,9,ee_velocity,contact,1,911,0.7730121850967407,0.08455526822437012
strike,9,ee_velocity,contact_phase3,pre,1619,0.3302725851535797,0.4098937207618092
strike,9,ee_velocity,contact_phase3,during,967,0.80482919216156,0.022789823418843662
strike,9,ee_velocity,contact_phase3,post,8093,0.8646440744400025,0.028131455334424665
strike,9,ee_velocity,phase,phase=7,5767,0.641478431224823,0.10993706934787899
strike,9,ee_velocity,phase,phase=0,2572,0.7155724763870239,0.03697220497838815
strike,9,ee_velocity,phase,phase=5,2285,0.6859169721603393,0.06254388754744221
strike,9,ee_acceleration,all,all,10679,-0.14058266431093216,0.1370346742549701
strike,9,ee_acceleration,contact,0,9768,-0.13302326276898385,0.2730850084245424
strike,9,ee_acceleration,contact,1,911,-3.2387684106826784,1.5088272427168508
strike,9,ee_acceleration,contact_phase3,pre,1619,-3.152058243751526,1.6046916910493711
strike,9,ee_acceleration,contact_phase3,during,967,-4.220949172973633,1.7555344322805086
strike,9,ee_acceleration,contact_phase3,post,8093,0.11038606502115726,0.16825035218204393
strike,9,ee_acceleration,phase,phase=7,5767,0.3613986402750015,0.12695718310461374
strike,9,ee_acceleration,phase,phase=0,2572,-1.6895927667617798,0.587609210292481
strike,9,ee_acceleration,phase,phase=5,2285,-0.21828720718622208,0.08283547965536513
strike,9,contact_force_log1p_mag,all,all,10679,0.37731711864471434,0.32529161750343055
strike,9,contact_force_log1p_mag,contact,0,9768,-0.9511049747467041,0.8251063624886803
strike,9,contact_force_log1p_mag,contact,1,911,-1.0276840209960938,0.21121533390233635
strike,9,contact_force_log1p_mag,contact_phase3,pre,1619,1.0,0.0
strike,9,contact_force_log1p_mag,contact_phase3,during,967,-1.6579360961914062,0.5767616667073815
strike,9,contact_force_log1p_mag,contact_phase3,post,8093,-1.258379054069519,0.6393484724405265
strike,9,contact_force_log1p_mag,phase,phase=7,5767,1.0,0.0
strike,9,contact_force_log1p_mag,phase,phase=0,2572,0.17246423959732055,0.27742807171569833
strike,9,contact_force_log1p_mag,phase,phase=5,2285,0.15799484252929688,0.13984082113944968
strike,10,ee_position,all,all,10679,0.973951768875122,0.009545361749566012
strike,10,ee_position,contact,0,9768,0.9680157899856567,0.013221973590533505
strike,10,ee_position,contact,1,911,0.8885002255439758,0.037558273462319124
strike,10,ee_position,contact_phase3,pre,1619,0.882964825630188,0.10642800774014663
strike,10,ee_position,contact_phase3,during,967,0.8952412486076355,0.034466928064375006
strike,10,ee_position,contact_phase3,post,8093,0.9761122226715088,0.009478694017801272
strike,10,ee_position,phase,phase=7,5767,0.24046895205974578,0.13073464533354956
strike,10,ee_position,phase,phase=0,2572,0.9323185205459594,0.012609720211135529
strike,10,ee_position,phase,phase=5,2285,0.9580643057823182,0.0262832970122327
strike,10,ee_velocity,all,all,10679,0.836042070388794,0.033957704299376335
strike,10,ee_velocity,contact,0,9768,0.8391173481941223,0.04993739388933726
strike,10,ee_velocity,contact,1,911,0.7693233489990234,0.07863183281607573
strike,10,ee_velocity,contact_phase3,pre,1619,0.2949343681335449,0.5391320534672513
strike,10,ee_velocity,contact_phase3,during,967,0.7891634702682495,0.019994161582523116
strike,10,ee_velocity,contact_phase3,post,8093,0.8680234432220459,0.030600806315535512
strike,10,ee_velocity,phase,phase=7,5767,0.6366921901702881,0.05000101691566534
strike,10,ee_velocity,phase,phase=0,2572,0.7090336680412292,0.08541153629149591
strike,10,ee_velocity,phase,phase=5,2285,0.7375749111175537,0.050272555742744404
strike,10,ee_acceleration,all,all,10679,-0.09174051024019718,0.09884873092448027
strike,10,ee_acceleration,contact,0,9768,-0.030567047535441816,0.15152683920687293
strike,10,ee_acceleration,contact,1,911,-3.560864472389221,1.246678489689646
strike,10,ee_acceleration,contact_phase3,pre,1619,-4.149564981460571,2.7361629460674877
strike,10,ee_acceleration,contact_phase3,during,967,-4.111304044723511,0.595338615747603
strike,10,ee_acceleration,contact_phase3,post,8093,0.2214976042509079,0.09951216641864633
strike,10,ee_acceleration,phase,phase=7,5767,0.3526980563998222,0.14550602549823802
strike,10,ee_acceleration,phase,phase=0,2572,-1.7807409524917603,0.4290893810853528
strike,10,ee_acceleration,phase,phase=5,2285,-0.11241712085902691,0.10651358127171438
strike,10,contact_force_log1p_mag,all,all,10679,0.36027505397796633,0.3285738872872553
strike,10,contact_force_log1p_mag,contact,0,9768,-0.8253637075424194,0.5668697590843107
strike,10,contact_force_log1p_mag,contact,1,911,-1.7052608728408813,0.6317444506912747
strike,10,contact_force_log1p_mag,contact_phase3,pre,1619,1.0,0.0
strike,10,contact_force_log1p_mag,contact_phase3,during,967,-1.6238271713256835,0.8483773275254839
strike,10,contact_force_log1p_mag,contact_phase3,post,8093,-1.1294790744781493,0.607092494891904
strike,10,contact_force_log1p_mag,phase,phase=7,5767,1.0,0.0
strike,10,contact_force_log1p_mag,phase,phase=0,2572,0.15010223388671876,0.19596614795434475
strike,10,contact_force_log1p_mag,phase,phase=5,2285,0.31754844188690184,0.13736467583486106
strike,11,ee_position,all,all,10679,0.9720365166664123,0.010969957559627888
strike,11,ee_position,contact,0,9768,0.9676499128341675,0.01617686883898459
strike,11,ee_position,contact,1,911,0.9106009483337403,0.021171290448740148
strike,11,ee_position,contact_phase3,pre,1619,0.8887782216072082,0.10430772547993106
strike,11,ee_position,contact_phase3,during,967,0.9125687479972839,0.018089527569549096
strike,11,ee_position,contact_phase3,post,8093,0.9788674354553223,0.008814663723985754
strike,11,ee_position,phase,phase=7,5767,0.1566790148615837,0.2485697822688731
strike,11,ee_position,phase,phase=0,2572,0.9361798763275146,0.020346048614439692
strike,11,ee_position,phase,phase=5,2285,0.9663035273551941,0.020081189710323164
strike,11,ee_velocity,all,all,10679,0.8480524897575379,0.02894946159876696
strike,11,ee_velocity,contact,0,9768,0.8472604513168335,0.0475187287640218
strike,11,ee_velocity,contact,1,911,0.7515586972236633,0.047937874810310484
strike,11,ee_velocity,contact_phase3,pre,1619,0.2179728090763092,0.7416628710722875
strike,11,ee_velocity,contact_phase3,during,967,0.7985690712928772,0.0316340113189376
strike,11,ee_velocity,contact_phase3,post,8093,0.8770576238632202,0.02610174887033689
strike,11,ee_velocity,phase,phase=7,5767,0.601754879951477,0.09376871999786207
strike,11,ee_velocity,phase,phase=0,2572,0.7257359981536865,0.045029811356653134
strike,11,ee_velocity,phase,phase=5,2285,0.7026949644088745,0.05048758986634791
strike,11,ee_acceleration,all,all,10679,-0.0476561114192009,0.1275038902919813
strike,11,ee_acceleration,contact,0,9768,0.024783132970333098,0.14822057494044755
strike,11,ee_acceleration,contact,1,911,-3.631872320175171,2.3400819732272224
strike,11,ee_acceleration,contact_phase3,pre,1619,-4.058212304115296,3.0914176337942236
